,,,,,,,,,,,,,,,,,,,,,,,,
_ID,_IDchannel,attachment_url,category,comment_status,creator,description,encoded,guid,is_sticky,item,link,menu_order,ping_status,post_date,post_date_gmt,post_id,post_name,post_parent,post_password,post_type,postmeta,pubDate,status,title
11,1,http://dukapress.org/demo/wp-content/uploads/2010/08/Yoruba-Armlets.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2010/08/Yoruba-Armlets.jpg,0,                                                                     ,http://dukapress.org/demo/products/yoruba-armlets/yoruba-armlets-3/,0,open,2010-08-21 22:17:46,2010-08-21 19:17:46,111,yoruba-armlets-3,103,,attachment,,"Sat, 21 Aug 2010 19:17:46 +0000",inherit,Yoruba-Armlets
12,1,http://dukapress.org/demo/wp-content/uploads/2010/08/Teke-Vessel.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2010/08/Teke-Vessel.jpg,0,                                                                     ,http://dukapress.org/demo/products/teke-vessels/teke-vessel-2/,0,open,2010-08-21 22:20:36,2010-08-21 19:20:36,117,teke-vessel-2,113,,attachment,,"Sat, 21 Aug 2010 19:20:36 +0000",inherit,Teke-Vessel
13,1,http://dukapress.org/demo/wp-content/uploads/2010/08/Goatman-Mask.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2010/08/Goatman-Mask.jpg,0,                                                                     ,http://dukapress.org/demo/products/goatman-mask/goatman-mask-3/,0,open,2010-08-21 22:26:33,2010-08-21 19:26:33,119,goatman-mask-3,114,,attachment,,"Sat, 21 Aug 2010 19:26:33 +0000",inherit,Goatman-Mask
14,1,http://dukapress.org/demo/wp-content/uploads/2010/08/Earings1a.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2010/08/Earings1a.jpg,0,                                                                     ,http://dukapress.org/demo/products/sunshine-earings/earings1a-2/,0,open,2010-08-21 22:47:13,2010-08-21 19:47:13,122,earings1a-2,115,,attachment,,"Sat, 21 Aug 2010 19:47:13 +0000",inherit,Earings1a
15,1,http://dukapress.org/demo/wp-content/uploads/2010/08/Earings1b.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2010/08/Earings1b.jpg,0,                                                                     ,http://dukapress.org/demo/products/sunshine-earings/earings1b-2/,0,open,2010-08-21 22:47:34,2010-08-21 19:47:34,123,earings1b-2,115,,attachment,,"Sat, 21 Aug 2010 19:47:34 +0000",inherit,Earings1b
16,1,http://dukapress.org/demo/wp-content/uploads/2010/08/Earings2a.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2010/08/Earings2a.jpg,0,                                                                     ,http://dukapress.org/demo/products/softie-earings/earings2a-2/,0,open,2010-08-21 22:49:37,2010-08-21 19:49:37,125,earings2a-2,116,,attachment,,"Sat, 21 Aug 2010 19:49:37 +0000",inherit,Earings2a
17,1,http://dukapress.org/demo/wp-content/uploads/2010/08/Earings2b.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2010/08/Earings2b.jpg,0,                                                                     ,http://dukapress.org/demo/products/softie-earings/earings2b-2/,0,open,2010-08-21 22:49:50,2010-08-21 19:49:50,126,earings2b-2,116,,attachment,,"Sat, 21 Aug 2010 19:49:50 +0000",inherit,Earings2b
18,1,http://dukapress.org/demo/wp-content/uploads/2010/08/Earings3a.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2010/08/Earings3a.jpg,0,                                                                     ,http://dukapress.org/demo/products/pea-earings/earings3a/,0,open,2010-08-21 22:54:17,2010-08-21 19:54:17,129,earings3a,128,,attachment,,"Sat, 21 Aug 2010 19:54:17 +0000",inherit,Earings3a
19,1,http://dukapress.org/demo/wp-content/uploads/2010/08/Earings3b.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2010/08/Earings3b.jpg,0,                                                                     ,http://dukapress.org/demo/products/pea-earings/earings3b/,0,open,2010-08-21 22:54:38,2010-08-21 19:54:38,130,earings3b,128,,attachment,,"Sat, 21 Aug 2010 19:54:38 +0000",inherit,Earings3b
20,1,http://dukapress.org/demo/wp-content/uploads/2010/09/DukaPress.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2010/09/DukaPress.jpg,0,                                                                     ,http://dukapress.org/demo/products/digital/dukapress/,0,open,2010-09-22 10:40:26,2010-09-22 07:40:26,153,dukapress,152,,attachment,,"Wed, 22 Sep 2010 07:40:26 +0000",inherit,DukaPress
21,1,,Products,open,moshthepitt,,"[dpsc_display_product]  The inhabitants of the mountainous Kabyle region along the Mediterranean coast in northeastern Algeria are primarily farmers. They are also superb artists noted for their jewelry making, textiles, mats, basketry, pottery and house mural decoration. In North Africa, wheel-thrown pottery made by men dates from the 7th century B.C. when the Phoenicians introduced the potter's wheel to the Algerian coast. Handbuilt pottery made by women, including those from the Kabyle, an older, probably indigenous tradition, dates back 2000 years before the birth of Christ. The vessel depicted here originates from earlier prototypes. To this day, Kabyle women coil and decorate pottery with beautiful painted geometric designs for their own household use and for sale. Kabyle women handbuild vessels of various sizes and shapes for holding water, milk, oil, cooking and eating food, and oil lamps. This vessel (thibuk'alin) was probably created for local use. It is composed of two interconnected containers joined at the neck and body by two channels through which liquid can flow. Each container has a pouring spout. Such vessels may have been used to pour libations or offerings during a ritual. This vessel, colored with white slip, decorated with black geometric designs and with a short, thick body and flat bottom, probably originated in the Little Kabyle area in eastern Algeria. The zigzag designs may refer to either a serpent or a fish, both thought to have apotropaic functions to counter evil. The bottom of this pot contains a potter's mark consisting of a rectangular shape with cross-hatched lines. ",http://dukapress.org/demo/?post_type=duka&p=95,0,                                                                                 ,http://dukapress.org/demo/products/double-vessels/,0,open,2010-08-21 11:26:53,2010-08-21 08:26:53,95,double-vessels,0,,duka,,"Sat, 21 Aug 2010 08:26:53 +0000",publish,Double Vessels
22,1,,Products,open,moshthepitt,,"[dpsc_display_product direct=""true""]  This figure probably represented a community's founding ancestor or a warrior and was one of a large number of monumental figures kept in the men's meetinghouse to guard the private areas from intrusion. It likely was part of a group that included the founding ancestor's wife and other members of the village, such as warriors and hunters. Besides its size, the most striking feature is the broad, bold use of color that reinforces the strength of the carving. Among the Igbo, such figures are sculpted by men and painted by women. This is one of only two published terracotta Oshugbo figures; others are copper alloy. ",http://dukapress.org/demo/?post_type=duka&p=100,0,                                                                                 ,http://dukapress.org/demo/products/male-figurine/,0,open,2010-08-21 22:13:24,2010-08-21 19:13:24,100,male-figurine,0,,duka,,"Sat, 21 Aug 2010 19:13:24 +0000",publish,Male Figurine
23,1,,Products,open,moshthepitt,,"[dpsc_display_product]  Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam tristique eleifend consectetur. Proin molestie ultricies vehicula. Suspendisse tempus pellentesque mi in commodo. Curabitur bibendum urna non ipsum accumsan iaculis. Nulla porttitor consectetur orci, vitae ullamcorper metus sodales ac. Nulla eleifend sapien non felis vulputate elementum in vel nunc. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Pellentesque a metus ut dui commodo posuere. Suspendisse magna libero, sagittis sit amet consectetur in, aliquam sed eros. Quisque a risus turpis. ",http://dukapress.org/demo/?post_type=duka&p=101,0,                                                                                 ,http://dukapress.org/demo/products/carved-goat-head/,0,open,2010-08-21 22:14:04,2010-08-21 19:14:04,101,carved-goat-head,0,,duka,,"Sat, 21 Aug 2010 19:14:04 +0000",publish,Carved Goat Head
24,1,,Products,open,moshthepitt,,"[dpsc_display_product]  The inhabitants of the mountainous Kabyle region along the Mediterranean coast in northeastern Algeria are farmers primarily. They are also superb artists noted for their jewelry, textiles, mats, basketry, pottery and house murals. In North Africa, wheel-thrown pottery, which is made by men, dates from the 7th century B.C. when the Phoenicians introduced the potter's wheel to the Algerian coast. Handbuilt pottery, which is made by women, is an older, probably indigenous tradition that dates back 2000 years before the birth of Christ. To this day, Kabyle women coil and decorate pottery with beautiful, geometric designs for their own household use and for sale. Kabyle women handbuild vessels of various sizes and shapes for holding water, milk and oil, for cooking and eating food and for making oil lamps. This vessel with the head of an animal (possibly a camel) may have been made for visiting foreigners.",http://dukapress.org/demo/?post_type=duka&p=102,0,                                                                                    ,http://dukapress.org/demo/products/kabyle-jar/,0,open,2010-08-21 22:16:18,2010-08-21 19:16:18,102,kabyle-jar,0,,duka,,"Sat, 21 Aug 2010 19:16:18 +0000",publish,Kabyle Jar
25,1,,Products,open,moshthepitt,,"[dpsc_display_product]  This pair of armlets may have been part of the regalia of the Olowo of Owo, a Yoruba king. The motifs evoke the spiritual forces that shape the world and are controlled by the ruler. The head with creatures issuing from the nostrils suggests the loosing of inner spiritual forces. Similarly the fish-legged figure is a being that transcends the realms of land and water and symbolizes Olokun, god of the sea. ",http://dukapress.org/demo/?post_type=duka&p=103,0,                                                                                    ,http://dukapress.org/demo/products/yoruba-armlets/,0,open,2010-08-21 22:18:20,2010-08-21 19:18:20,103,yoruba-armlets,0,,duka,,"Sat, 21 Aug 2010 19:18:20 +0000",publish,Yoruba Armlets
26,1,,Products,open,moshthepitt,,[dpsc_display_product]  The dynamic sculptural quality of this vessel is enhanced by the sweeping curves of its handles and its firmly planted feet. The allusion to the human body is unmistakable. The vessel is probably an early example of ceramic art made for the increasing numbers of Europeans visiting the region after the turn of the 20th century. ,http://dukapress.org/demo/?post_type=duka&p=113,0,                                                                                 ,http://dukapress.org/demo/products/teke-vessels/,0,open,2010-08-21 22:22:16,2010-08-21 19:22:16,113,teke-vessels,0,,duka,,"Sat, 21 Aug 2010 19:22:16 +0000",publish,Teke Vessels
27,1,,Products,open,moshthepitt,,"[dpsc_display_product]  Skin-covered masks in Africa are found only in southeastern Nigeria and western Cameroon. Historical evidence suggests that the peoples of this region regard skin as a substance associated with the spirits of the dead and their animal counterparts. The facial features are realistically portrayed. The spiral horns are similar to the hairstyles worn by girls during a ceremony marking the end of their seclusion prior to marriage.  <strong>You may also like:</strong> [dpsc_grid_display category=”3” total=""3"" column=""3"" per_page=""3"" type=""duka""] ",http://dukapress.org/demo/?post_type=duka&p=114,0,                                                                                 ,http://dukapress.org/demo/products/goatman-mask/,0,open,2010-08-21 22:45:38,2010-08-21 19:45:38,114,goatman-mask,0,,duka,,"Sat, 21 Aug 2010 19:45:38 +0000",publish,Goatman Mask
28,1,,Products,open,moshthepitt,,"[dpsc_display_product]  Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam tristique eleifend consectetur. Proin molestie ultricies vehicula. Suspendisse tempus pellentesque mi in commodo. Curabitur bibendum urna non ipsum accumsan iaculis. Nulla porttitor consectetur orci, vitae ullamcorper metus sodales ac. Nulla eleifend sapien non felis vulputate elementum in vel nunc. Lorem ipsum dolor sit amet, consectetur adipiscing elit.",http://dukapress.org/demo/?post_type=duka&p=115,0,                                                                                 ,http://dukapress.org/demo/products/sunshine-earings/,0,open,2010-08-21 22:47:52,2010-08-21 19:47:52,115,sunshine-earings,0,,duka,,"Sat, 21 Aug 2010 19:47:52 +0000",publish,Sunshine Earings
29,1,,Products,open,moshthepitt,,"[dpsc_display_product]  Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam tristique eleifend consectetur. Proin molestie ultricies vehicula. Suspendisse tempus pellentesque mi in commodo. Curabitur bibendum urna non ipsum accumsan iaculis. Nulla porttitor consectetur orci, vitae ullamcorper metus sodales ac. Nulla eleifend sapien non felis vulputate elementum in vel nunc. Lorem ipsum dolor sit amet, consectetur adipiscing elit.",http://dukapress.org/demo/?post_type=duka&p=116,0,                                                                                    ,http://dukapress.org/demo/products/softie-earings/,0,open,2010-08-21 22:50:22,2010-08-21 19:50:22,116,softie-earings,0,,duka,,"Sat, 21 Aug 2010 19:50:22 +0000",publish,Softie Earings
30,1,,Products,open,moshthepitt,,"[dpsc_display_product]  Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam tristique eleifend consectetur. Proin molestie ultricies vehicula. Suspendisse tempus pellentesque mi in commodo. Curabitur bibendum urna non ipsum accumsan iaculis. Nulla porttitor consectetur orci, vitae ullamcorper metus sodales ac. Nulla eleifend sapien non felis vulputate elementum in vel nunc. Lorem ipsum dolor sit amet, consectetur adipiscing elit.",http://dukapress.org/demo/?post_type=duka&p=128,0,                                                                                 ,http://dukapress.org/demo/products/pea-earings/,0,open,2010-08-21 22:55:08,2010-08-21 19:55:08,128,pea-earings,0,,duka,,"Sat, 21 Aug 2010 19:55:08 +0000",publish,Pea Earings
31,1,,Digital,open,moshthepitt,,"[dpsc_display_product buy_now=""yes""]  This is a digital product. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam tristique eleifend consectetur. Proin molestie ultricies vehicula. Suspendisse tempus pellentesque mi in commodo. Curabitur bibendum urna non ipsum accumsan iaculis. Nulla porttitor consectetur orci, vitae ullamcorper metus sodales ac. Nulla eleifend sapien non felis vulputate elementum in vel nunc. Lorem ipsum dolor sit amet, consectetur adipiscing elit.This is a description.",http://dukapress.org/demo/?post_type=duka&p=152,0,                                                                           ,http://dukapress.org/demo/products/digital/,0,closed,2010-09-22 10:41:37,2010-09-22 07:41:37,152,digital,0,,duka,,"Wed, 22 Sep 2010 07:41:37 +0000",publish,Digital
32,1,http://dukapress.org/demo/wp-content/uploads/2010/09/Screenshoy1.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2010/09/Screenshoy1.jpg,0,                                                                     ,http://dukapress.org/demo/products/digital/screenshoy1/,0,open,2010-09-22 10:40:51,2010-09-22 07:40:51,154,screenshoy1,152,,attachment,,"Wed, 22 Sep 2010 07:40:51 +0000",inherit,Screenshoy1
33,1,http://dukapress.org/demo/wp-content/uploads/2010/09/Screenshoy2.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2010/09/Screenshoy2.jpg,0,                                                                     ,http://dukapress.org/demo/products/digital/screenshoy2/,0,open,2010-09-22 10:41:01,2010-09-22 07:41:01,155,screenshoy2,152,,attachment,,"Wed, 22 Sep 2010 07:41:01 +0000",inherit,Screenshoy2
34,1,http://dukapress.org/demo/wp-content/uploads/2010/09/Screenshoy3.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2010/09/Screenshoy3.jpg,0,                                                                     ,http://dukapress.org/demo/products/digital/screenshoy3/,0,open,2010-09-22 10:41:13,2010-09-22 07:41:13,156,screenshoy3,152,,attachment,,"Wed, 22 Sep 2010 07:41:13 +0000",inherit,Screenshoy3
35,1,http://dukapress.org/demo/wp-content/uploads/2011/01/the-richest-man-in-babylon.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2011/01/the-richest-man-in-babylon.jpg,0,                                                                     ,http://dukapress.org/demo/products/the-richest-man-in-babylon/the-richest-man-in-babylon/,0,open,2011-01-03 20:46:07,2011-01-03 17:46:07,187,the-richest-man-in-babylon,186,,attachment,,"Mon, 03 Jan 2011 17:46:07 +0000",inherit,the richest man in babylon
36,1,http://dukapress.org/demo/wp-content/uploads/2011/02/Igbo-Male-Figure.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2011/02/Igbo-Male-Figure.jpg,0,                                                                     ,http://dukapress.org/demo/?attachment_id=202,0,open,2011-02-18 10:14:26,2011-02-18 07:14:26,202,igbo-male-figure,0,,attachment,,"Fri, 18 Feb 2011 07:14:26 +0000",inherit,Igbo-Male-Figure
37,1,http://dukapress.org/demo/wp-content/uploads/2011/02/Double-Vessel.jpg,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2011/02/Double-Vessel.jpg,0,                                                                     ,http://dukapress.org/demo/?attachment_id=205,0,open,2011-02-18 10:15:09,2011-02-18 07:15:09,205,double-vessel,0,,attachment,,"Fri, 18 Feb 2011 07:15:09 +0000",inherit,Double-Vessel
38,1,http://dukapress.org/demo/wp-content/uploads/2011/03/dp-details.png,,open,moshthepitt,,DukaPress Product Details,http://dukapress.org/demo/wp-content/uploads/2011/03/dp-details.png,0,                                                                        ,http://dukapress.org/demo/?attachment_id=228,0,open,2011-03-03 19:05:40,2011-03-03 16:05:40,228,dp-details,0,,attachment,,"Thu, 03 Mar 2011 16:05:40 +0000",inherit,DukaPress Product Details
39,1,http://dukapress.org/demo/wp-content/uploads/2011/03/dp-search.png,,open,moshthepitt,,DukaPress Custom Search,http://dukapress.org/demo/wp-content/uploads/2011/03/dp-search.png,0,                                                                        ,http://dukapress.org/demo/?attachment_id=229,0,open,2011-03-03 19:05:46,2011-03-03 16:05:46,229,dp-search,0,,attachment,,"Thu, 03 Mar 2011 16:05:46 +0000",inherit,DukaPress Custom Search
40,1,http://dukapress.org/demo/wp-content/uploads/2011/04/order-transactions.png,,open,moshthepitt,,,http://dukapress.org/demo/wp-content/uploads/2011/04/order-transactions.png,0,                                                                     ,http://dukapress.org/demo/?attachment_id=235,0,open,2011-04-20 15:06:45,2011-04-20 12:06:45,235,order-transactions,0,,attachment,,"Wed, 20 Apr 2011 12:06:45 +0000",inherit,order transactions
41,1,,,open,moshthepitt,,"<a href=""http://dukapress.org/"">DukaPress</a> is an open source and free to use e-commerce platform. With DukaPress you can quickly and easily set up a fully featured online shop which can be used to sell digital or physical goods to customers all over the world.  <a href=""http://dukapress.org/"">Read More About DukaPress</a>.",http://dukapress.org/demo/?page_id=2,0,                                                                  ,http://dukapress.org/demo/about/,0,open,2010-07-19 03:09:07,2010-07-19 03:09:07,2,about,0,,page,,"Mon, 19 Jul 2010 03:09:07 +0000",publish,About
42,1,,,closed,moshthepitt,,"[dp_slider] <strong>Newest Arrivals</strong> [dpsc_grid_display category=”3” total=""9"" column=""3"" per_page=""9"" type=""duka"" order=""rand""] </br> <strong><span style=""color: #ff0000;"">WARNING:  This is just a demo shop and the items displayed here are not for sale.  If you feel generous enough to make an actual payment, no refunds are available.</span></strong>",http://dukapress.org/demo/?page_id=4,0,                                                                     ,http://dukapress.org/demo/,0,closed,2010-07-19 11:24:07,2010-07-19 08:24:07,4,home,0,,page,,"Mon, 19 Jul 2010 08:24:07 +0000",publish,Home
43,1,,,closed,moshthepitt,,"<strong><span style=""color: #ff0000;"">WARNING:  This is just a demo shop and the items displayed here are not for sale.  If you feel generous enough to make an actual payment, no refunds are available.</span></strong>  [dpsc_thank_you_page] ",http://dukapress.org/demo/?page_id=5,0,                                                                  ,http://dukapress.org/demo/thank-you/,0,closed,2010-07-19 08:21:47,2010-07-19 08:21:47,5,thank-you,0,,page,,"Mon, 19 Jul 2010 08:21:47 +0000",publish,Thank You!
44,1,,,closed,moshthepitt,,"<strong><span style=""color: #ff0000;"">WARNING:  This is just a demo shop and the items displayed here are not for sale.  If you feel generous enough to make an actual payment, no refunds are available.</span></strong></br></br>  [dpsc_checkout]  ",http://dukapress.org/demo/?page_id=6,0,                                                                     ,http://dukapress.org/demo/checkout/,0,closed,2010-07-19 08:21:31,2010-07-19 08:21:31,6,checkout,0,,page,,"Mon, 19 Jul 2010 08:21:31 +0000",publish,Checkout
45,1,,Main,open,moshthepitt,,"This is an example of a WordPress page, you could edit this to put information about yourself or your site so readers know where you are coming from. You can create as many pages like this one or sub-pages as you like and manage all of your content inside of WordPress.",http://dukapress.org/demo/?p=10,0,                                                                                       ,http://dukapress.org/demo/2010/07/10/,5,open,2010-07-19 11:26:21,2010-07-19 08:26:21,10,10,0,,nav_menu_item,,"Mon, 19 Jul 2010 08:26:21 +0000",publish,
46,1,,Main,open,moshthepitt,,,http://dukapress.org/demo/?p=11,0,                                                                                       ,http://dukapress.org/demo/2010/07/blog/,7,open,2010-07-19 11:26:21,2010-07-19 08:26:21,11,blog,0,,nav_menu_item,,"Mon, 19 Jul 2010 08:26:21 +0000",publish,Blog
47,1,,Main,open,moshthepitt,,,http://dukapress.org/demo/?p=12,0,                                                                                       ,http://dukapress.org/demo/2010/07/download/,8,open,2010-07-19 11:27:15,2010-07-19 08:27:15,12,download,0,,nav_menu_item,,"Mon, 19 Jul 2010 08:27:15 +0000",publish,Download
48,1,,Main,open,moshthepitt,,,http://dukapress.org/demo/?p=57,0,                                                                                       ,http://dukapress.org/demo/2010/07/home/,1,open,2010-07-19 11:59:53,2010-07-19 08:59:53,57,home,0,,nav_menu_item,,"Mon, 19 Jul 2010 08:59:53 +0000",publish,Home
49,1,,,open,moshthepitt,,"The images of products in this demo shop do not belong to us but to their respective copyright holders.  These are:  <ol>  <li><a href=""http://www.flickr.com/photos/babasteve/4777534713/"">Header Image</a> - by <a href=""http://www.flickr.com/photos/babasteve/"">babasteve</a></li>  <li>Pea Earings - by <a href=""http://timamu.com"">Janette Wambere</a></li>  <li>Softie Earings - by <a href=""http://timamu.com"">Janette Wambere</a></li>   <li>Sunshine Earings - by <a href=""http://timamu.com"">Janette Wambere</a></li>   <li><a href=""http://www.flickr.com/photos/nostri-imago/2922766609/"">Goatman Mask</a> - by <a href=""http://www.flickr.com/photos/nostri-imago/"">Cliff1066</a></li>   <li><a href=""http://www.flickr.com/photos/nostri-imago/2922762161/"">Double Vessels</a> - by <a href=""http://www.flickr.com/photos/nostri-imago/"">Cliff1066</a></li>   <li><a href=""http://www.flickr.com/photos/nostri-imago/2923613934/"">Teke Vessels</a> - by <a href=""http://www.flickr.com/photos/nostri-imago/"">Cliff1066</a></li>   <li><a href=""http://www.flickr.com/photos/nostri-imago/2922782979/"">Yoruba Armlets</a> - by <a href=""http://www.flickr.com/photos/nostri-imago/"">Cliff1066</a></li>   <li><a href=""http://www.flickr.com/photos/nostri-imago/2922762325/"">Kabyle jar</a> - by <a href=""http://www.flickr.com/photos/nostri-imago/"">Cliff1066</a></li>   <li><a href=""http://www.flickr.com/photos/wonderlane/3225221884/"">Carved Goat head</a> - by <a href=""http://www.flickr.com/photos/wonderlane/"">Wonderlane</a></li>   <li><a href=""http://www.flickr.com/photos/nostri-imago/2922766179/"">Male Figurine</a> - by <a href=""http://www.flickr.com/photos/nostri-imago/"">Cliff1066</a></li> </ol>   ",http://dukapress.org/demo/?page_id=58,0,                                                                  ,http://dukapress.org/demo/credits/,0,open,2010-07-19 12:18:15,2010-07-19 09:18:15,58,credits,0,,page,,"Mon, 19 Jul 2010 09:18:15 +0000",publish,Credits
50,1,,Main,open,moshthepitt,,The images of products in this demo shop do not belong to us but to their respective copyright holders.  These are:    Header Image – by babasteve   Softie Earings – by Janette Wambere   Sunshine Earings – by Janette Wambere   Goatman Mask – by Cliff1066   Double Vessels – by Cliff1066   Teke Vessels – by Cliff1066   Yoruba Armlets – by Cliff1066   Kabyle jar – by Cliff1066   Carved Goat head – by Wonderlane   Male Figurine – by Cliff1066    ,http://dukapress.org/demo/?p=63,0,                                                                                       ,http://dukapress.org/demo/2010/07/63/,6,open,2010-07-19 12:19:00,2010-07-19 09:19:00,63,63,0,,nav_menu_item,,"Mon, 19 Jul 2010 09:19:00 +0000",publish,
